data/AUDIO\voice\obama-original.wav,-435.9593,109.96804,-36.460308,3.619814,-22.014013,2.7350314,-12.598153,-1.8863382,-8.125709,4.039096,-1.4898812,3.1991396,-1.9079254,3.4193969,-7.9347672,-0.110096775,-4.8365645,-3.2056172,-5.0646486,-2.155209,-8.11853,-5.2989397,-4.3984833,-3.8174052,-3.3847482,-0.16686949,1.3063017,0.011801396,3.2506762,2.4520075,3.6546245,2.722654,2.7815025,1.805402,2.5692031,1.1288457,1.6578244,-0.036368627,1.1041847,-0.24686368,0.6380088,0.62602305,0.6040063,0.59031236,0.5881689,0.6130274,0.6306505,0.64970404,0.65891254,0.64603716,0.6493621,0.65916365,0.000378212,0.00040278013,0.00034026615,0.0005102692,0.0016462334,0.0066570956,0.019400952,0.038071074,0.04220396,0.030070698,0.014173598,0.0049612643,0.0041154292,0.008038313,0.02292005,0.05667377,0.105001666,0.15585922,0.18040289,0.18596584,0.13840789,0.077671915,0.06352643,0.06601086,0.07850085,0.09216344,0.089855865,0.10165657,0.08977286,0.07843673,0.06236999,0.053476565,0.04722513,0.043314476,0.04595125,0.043293733,0.044678047,0.050692253,0.048856877,0.049457114,0.04342868,0.04221636,0.03968154,0.03438634,0.03153446,0.02645851,0.022225568,0.019795828,0.018103454,0.01640954,0.013457325,0.014544477,0.013999492,0.010987344,0.0110838795,0.010691473,0.010087138,0.010129623,0.008542924,0.0064734425,0.0058052456,0.005075579,0.0042507807,0.0034935158,0.002966455,0.0024966698,0.0022355707,0.0022238707,0.001965297,0.0019939588,0.0016916215,0.0013313632,0.0012880726,0.0011491522,0.0010788115,0.0012257259,0.0012257259,0.0011880716,0.0012288736,0.0013963814,0.0014666787,0.0014024505,0.001447935,0.0011589912,0.00089566276,0.0007509553,0.0005118119,0.00038040878,0.0003271568,0.00028745682,0.00026411685,0.00024857427,0.00023438383,0.00022186321,0.00022556176,0.00023383339,0.00024617376,0.00025055453,0.00026388303,0.00026065402,0.00023979966,0.00021782887,0.00018548217,0.00014556861,0.00011468786,0.00010030137,9.859432e-05,0.000107173735,0.00010181629,9.764756e-05,9.415383e-05,9.547193e-05,8.5218904e-05,6.968034e-05,5.517204e-05,5.6762674e-05,5.3468277e-05,4.0066898e-05,4.0569103e-05,4.603974e-05,4.547939e-05,3.620414e-05,2.4493094e-05,1.3035595e-05,4.437513e-06,8.979063e-07,1.3028745e-07,9.2347126e-09,3.6080766e-10,15.464220816071485,14.82289240735086,18.277258461994773,17.01438905702708,17.8515044926821,17.8560328910786,40.62384732882051,-0.016385760953124936,0.0030677564366191627,0.011535068022083808,0.004833403295312436,-0.005633591790169446,0.006044987496362309,voice
data/AUDIO\voice\trump-original.wav,-285.72018,86.29672,-29.727446,4.740378,-16.822683,-0.07693167,-28.197405,-2.93341,-17.615423,-5.7509084,-9.810027,-1.0550485,-13.511542,0.18485357,-9.540348,0.46309832,-10.712779,-1.095763,-6.3895593,-1.3003409,-6.128194,-0.17434886,-5.2448792,-1.584147,-4.943602,-2.4707382,-4.248334,-3.4120653,-2.7815769,-3.5233686,-0.8848762,-2.26313,-1.0972484,-0.946392,-1.3865045,-0.95332366,-0.1492647,-1.7604421,0.6684479,-1.600126,0.58932716,0.6107942,0.6199513,0.6242597,0.6212277,0.6094401,0.5996103,0.6038301,0.6052756,0.60414547,0.6010026,0.5831567,0.0013329415,0.003925663,0.013863009,0.08974498,0.6062281,0.9110733,0.7359939,0.6006687,0.6213379,1.2039821,1.6193765,1.8468603,1.7931001,1.7811266,2.2031958,2.2929378,2.0325682,1.778532,1.4976989,1.2887034,1.217679,1.2460066,1.2704002,1.1676079,0.96819055,0.8483185,0.795135,0.72013414,0.62488717,0.5658485,0.50606877,0.45032603,0.40553606,0.39956936,0.3685524,0.29636845,0.28595304,0.26273337,0.24268849,0.2795113,0.23902719,0.1879258,0.20884034,0.1920315,0.15827711,0.15160425,0.15199015,0.15286064,0.19477049,0.18274492,0.18248823,0.17922433,0.15438367,0.15412298,0.15659,0.15368961,0.1421036,0.12978593,0.11605482,0.1030029,0.09468267,0.084396124,0.07350296,0.06303935,0.058488682,0.057728115,0.054795705,0.057701442,0.05599926,0.05756107,0.05920451,0.05918737,0.053207036,0.045797493,0.043428447,0.036921363,0.036921363,0.026923684,0.024049785,0.02134863,0.018115602,0.016322047,0.015582322,0.014113458,0.014100829,0.015664095,0.01608684,0.014208634,0.013266433,0.012372193,0.011798435,0.009132793,0.007990518,0.007966425,0.008492117,0.009369327,0.009680919,0.009162832,0.009859785,0.010727951,0.012765763,0.01302024,0.012224595,0.01112687,0.0098170545,0.009433969,0.009646384,0.009338387,0.008517952,0.0071329265,0.006031488,0.0052181743,0.0048433207,0.0039290306,0.002959781,0.001900065,0.0018678416,0.0019392626,0.0018946584,0.0020204498,0.0021400559,0.0017903678,0.0011890307,0.00069744425,0.00027921784,7.447929e-05,1.2631252e-05,1.0232898e-06,3.991881e-08,20.385485990641374,16.056379618707258,18.6975946521248,16.535265411072146,17.76914466522191,16.611751729655058,41.073934057375105,0.005539370664773602,-0.0017443825796232071,0.0037160464016117154,-0.0017230304190065224,0.003451909641940325,0.0045866673309441445,voice
data/AUDIO\voice\ryan-original.wav,-353.44653,102.86969,-17.035053,13.007458,-10.061846,3.2329862,-26.685865,-9.108082,-20.108583,-6.8746924,-12.312429,0.8748014,-13.600194,-1.5689945,-8.408978,-2.547108,-14.073009,-3.9260225,-7.9665823,-4.0815716,-9.192194,-2.3781493,-6.3066964,-4.496475,-1.8062241,-2.7621384,-1.1037885,-1.7726376,-1.7484455,-1.4357272,-2.3394167,-1.956069,-1.2211125,-2.006056,-3.353263,-3.7008317,-3.296378,-2.40182,-1.1733216,-2.3473058,0.6962657,0.68938255,0.66232175,0.6522039,0.6190532,0.59971917,0.5975016,0.6022343,0.6319727,0.65856284,0.69930416,0.70356655,0.00040514828,0.0009845324,0.010897906,0.14588857,0.34491116,0.23172694,0.16689457,0.4931578,1.0750315,1.2436701,0.7567762,0.47322875,0.45731503,0.49806884,0.49318868,0.6379831,0.7679837,1.0264474,0.92396283,0.84708846,0.92923534,0.76089793,0.7502248,0.5298708,0.4541081,0.40382066,0.33231628,0.25436282,0.107300155,0.05764796,0.041779958,0.040821597,0.044375543,0.039719354,0.03983334,0.032433607,0.025300052,0.027081894,0.036509953,0.05014764,0.052100584,0.04353666,0.028546434,0.03077433,0.042963788,0.041863073,0.0352477,0.047278095,0.048470885,0.046183262,0.04106615,0.05450603,0.040410735,0.03413204,0.026680652,0.03125178,0.033242572,0.025287505,0.019319786,0.022420907,0.02162222,0.0232371,0.016391728,0.014491933,0.018955108,0.014880329,0.009128625,0.009598202,0.0111879,0.009862465,0.009686226,0.011000385,0.009486024,0.0073788553,0.0068046832,0.0059456667,0.0059456667,0.00355768,0.0031961312,0.0023725173,0.0018892509,0.0016250906,0.0015257054,0.0017684918,0.0018771184,0.0026038974,0.0029342987,0.0026529215,0.0022422893,0.0026873122,0.002520242,0.0024018625,0.0024486003,0.0021390198,0.002209678,0.0024803004,0.0027590448,0.0024114621,0.0023826482,0.0018227884,0.0014859636,0.0012822916,0.001245068,0.0014269497,0.0014537266,0.0016015257,0.0019048036,0.0021909948,0.0024485474,0.0020254848,0.0014936837,0.0010342337,0.0009276509,0.0010198626,0.0009738968,0.0010259536,0.0010414053,0.0011219637,0.0012773485,0.0013640695,0.001135032,0.001139148,0.0009070568,0.00043050296,0.00016504801,5.3028783e-05,1.0016059e-05,7.9118007e-07,1.8182313e-08,21.1006291551124,14.818482953216373,17.450341964352425,14.849818959163041,17.268190028487147,16.911215858177446,48.18580690291805,-0.0034110800942894165,0.009309625174250073,-0.008771510636595993,0.0033039624485397545,0.001679126644844435,0.002271938200923543,voice
data/AUDIO\voice\margot-original.wav,-278.73175,93.5606,-29.729752,21.3641,-15.518289,-11.691588,-25.53525,-2.363879,-15.8781805,5.680283,-18.37329,1.5234377,-16.668528,-4.3684416,-9.452122,-10.782222,-11.317243,-0.5628819,-15.005622,-3.5077794,-7.7888794,-5.6359515,-5.62722,-2.6030376,-5.9983582,-0.4490349,-5.127253,-0.08576807,-1.7383802,1.5097642,1.4470631,2.591126,1.8050106,2.4811387,0.19360416,2.343128,2.2699814,1.2130948,1.7586873,0.030665407,0.59019226,0.57246697,0.52634573,0.50082916,0.5339993,0.5727808,0.5736031,0.5857769,0.58159,0.6080316,0.6120369,0.5954825,0.0005383406,0.0009762439,0.0027444623,0.012478412,0.05320956,0.31218067,1.4391853,2.5987828,2.6302698,2.0008426,1.4773523,0.82491153,0.40155408,0.6138565,0.97489905,1.3299776,1.7673143,1.7261161,1.1353787,1.0794525,1.2504672,1.3873277,1.5212549,1.270238,1.2944876,1.4435035,1.3725657,0.93197984,0.9338272,1.2518291,1.0763315,0.8783881,0.73406255,0.7458164,0.7481154,0.44222388,0.31359667,0.28809404,0.25707686,0.27124774,0.24936256,0.22929785,0.22824411,0.19782592,0.1899318,0.15828174,0.14868067,0.16751337,0.17332637,0.1946057,0.22406952,0.19174588,0.1514433,0.15580684,0.18253675,0.20076536,0.17872472,0.18402474,0.20088004,0.19804291,0.16911924,0.16543269,0.17542502,0.1481089,0.17875655,0.1787244,0.1281205,0.1152376,0.10518229,0.0903902,0.10299795,0.09363598,0.07397759,0.07360045,0.07131445,0.073436,0.073436,0.062374417,0.060385607,0.052847832,0.036610454,0.030812245,0.024688166,0.019820841,0.0152111845,0.014818735,0.013610051,0.013765266,0.017263563,0.016985204,0.019894235,0.02435386,0.020394726,0.020667976,0.015719067,0.013293189,0.0102154985,0.0055884314,0.00404802,0.003770949,0.0036338654,0.0038982916,0.004001032,0.0043823086,0.0047346153,0.0043797744,0.004297955,0.0048938063,0.005655099,0.006303949,0.006133395,0.0060258317,0.006342862,0.009083029,0.011113577,0.013113073,0.016938161,0.022317054,0.017445346,0.013213122,0.01220405,0.008017913,0.003401512,0.0015588263,0.00088815566,0.000296787,5.037087e-05,3.4912346e-06,7.592869e-08,19.541530218059204,16.60358680930721,18.541103464449044,17.29328145691689,18.277915967846567,20.09401847174063,50.15466619999585,0.023629722056589735,0.009193818500868672,-0.03417192345918168,-0.013870274739462455,0.0020198279644112658,0.0006168322888528473,voice
data/AUDIO\voice\taylor-original.wav,-343.50055,48.163067,-7.3130484,21.132523,-21.9378,-2.637297,-24.217041,-2.6846938,-17.984818,-2.3017807,-15.533453,-1.8840616,-15.241438,-5.47518,-14.606934,-7.6455765,-14.764515,-3.108295,-12.7723,-5.647536,-9.116174,-4.8369174,-9.017181,-2.6300735,-7.2972593,-3.0986137,-5.5270324,-2.7882226,-4.2115293,-2.8543272,-4.147198,-2.3278768,-1.6058345,-1.2717278,-1.2356918,-1.1734054,0.4069071,0.05294105,1.7974021,1.6175861,0.65280324,0.6437726,0.62270117,0.6418333,0.6613276,0.67544276,0.66734576,0.6538983,0.6288757,0.603969,0.6092376,0.6375812,5.9298036e-05,0.00014626254,0.009479939,0.022011042,0.049336463,0.37958038,0.8720816,0.88135123,0.7420867,0.72996444,0.54664266,0.5770576,0.490741,0.31798303,0.30643514,0.28076923,0.3477045,0.3651484,0.3587133,0.4642036,0.43056035,0.3854175,0.44025964,0.42156947,0.37038487,0.32820952,0.3044469,0.30265155,0.28388926,0.27484912,0.20622055,0.19708885,0.17653275,0.15437843,0.16484986,0.14645474,0.13062516,0.11777841,0.10428582,0.0887316,0.06470737,0.05958429,0.051112853,0.04902712,0.04411988,0.048608962,0.052684095,0.050956648,0.0521337,0.052051738,0.04806077,0.04953759,0.043115195,0.045605652,0.05209908,0.04501454,0.044364557,0.045560457,0.042635616,0.038828567,0.038220122,0.03689511,0.035936266,0.033994675,0.03620909,0.033295,0.026687875,0.023764485,0.021442147,0.01912666,0.019656582,0.02006805,0.021443222,0.020800237,0.021656288,0.023891116,0.023891116,0.023571583,0.022184744,0.020167826,0.017651292,0.014732744,0.011458724,0.009729409,0.00896551,0.008936369,0.010032269,0.011463611,0.012722224,0.014088196,0.015859889,0.016320074,0.016498476,0.01644505,0.013037357,0.010496843,0.008187118,0.0077969967,0.008691952,0.010186456,0.01068318,0.012486082,0.015315898,0.017384103,0.017682068,0.018823843,0.020367645,0.02074302,0.019067563,0.015895661,0.012723462,0.011121619,0.0106975855,0.008231169,0.0072681573,0.007820873,0.008001291,0.007614926,0.006940634,0.006394261,0.0056458865,0.0044280807,0.003275515,0.0020324914,0.0008294768,0.00023118156,3.6007707e-05,2.545068e-06,6.6675234e-08,24.696637515590382,15.291250791894887,17.55424357682067,16.208261005297885,17.026960788671715,17.34413934517843,48.66542237508554,-0.00824477792145845,-0.011323733453061667,0.013253572532098284,0.0076924745681387074,-0.0010828790689978586,0.0024561365597221287,voice
data/AUDIO\voice\linus-original.wav,-256.93,115.666626,-4.39025,26.249256,6.789149,4.4882274,-6.555023,5.0545177,-6.1176243,11.637358,-7.1210923,3.4191422,-1.9084337,5.28641,-0.474922,3.5119033,-1.5963972,3.4027529,-1.4902921,-0.21204422,-1.323904,0.7630995,-1.4519613,0.27330446,-3.975613,-1.7728086,-1.935102,-0.9633768,-1.7302312,-2.2401295,-1.2675036,-1.3628484,-0.50171345,-1.2061048,-1.1796658,-1.2938915,-0.68788093,-1.4826162,-0.99916005,-1.9657648,0.60732687,0.5737664,0.58046776,0.5932451,0.6017187,0.60082257,0.60919553,0.63879967,0.6669514,0.67920357,0.6732218,0.6320278,0.2456717,1.2772437,1.1500944,4.621184,8.431433,6.9363985,4.2893405,3.467518,3.4630551,3.9312427,4.6105933,5.74562,5.9716263,6.1483827,6.165716,6.107074,6.1819267,5.982921,4.7781334,3.7102926,3.762676,4.3784776,4.596524,4.9502625,4.600981,3.9885006,3.2726212,3.5235174,2.9232688,2.3019335,2.264907,2.2948208,2.387832,2.0333018,2.273324,2.3991463,2.4655163,2.1094441,1.6553333,1.2426655,0.9100591,0.8548552,1.048111,1.0050018,0.77739346,0.65995824,0.66141593,0.6596328,0.77346295,0.74590445,0.5879901,0.4951541,0.46481735,0.42228147,0.5028693,0.58036333,0.5821332,0.6722481,0.55266434,0.4439766,0.38152143,0.35708547,0.2959601,0.23330446,0.19870096,0.16313186,0.12650532,0.11212885,0.10829612,0.09290302,0.07791881,0.075300366,0.08111576,0.06947719,0.07362422,0.07870306,0.07870306,0.06538814,0.061061803,0.055782765,0.043877058,0.035543706,0.03278182,0.030914089,0.031044813,0.032162283,0.033711758,0.031884424,0.030131832,0.025821324,0.023009116,0.017775984,0.015000441,0.012473386,0.009176128,0.007278984,0.0068964562,0.007900683,0.009366701,0.010309448,0.01276389,0.015906606,0.018225502,0.018865315,0.019342374,0.019081058,0.016179653,0.013131883,0.011944891,0.013005641,0.012531698,0.0122474,0.011193985,0.010578188,0.009697289,0.007999361,0.006923236,0.0058856113,0.005107062,0.004431869,0.0035159686,0.0025204073,0.001773519,0.0011602902,0.00051818707,0.00014416232,2.3395252e-05,1.882312e-06,5.2834338e-08,19.860879573031028,15.556908964658014,17.99682256564263,16.643179629480986,18.146337644636013,19.74853685307601,49.17005827589867,-0.07300573191454084,-0.012089429645165498,0.010621892307274158,0.03328864613460938,-0.010581099147852376,-0.022612613209536777,voice
data/AUDIO\not_voice\margot-to-musk.wav,-250.75185,117.72762,-22.377756,30.396923,3.8415096,-3.1504967,-9.441189,-8.360148,-15.490797,3.1177065,-7.625435,3.0121033,-6.062623,3.3943973,-8.570902,4.351141,-5.655643,-5.147152,-2.937087,2.8437314,-10.972339,0.72674966,-5.201788,-4.5816383,-4.9099317,-1.7973299,-1.4493009,-2.488873,-1.719965,-1.5783061,-0.9667621,-3.10831,-0.0592396,-1.2582687,-1.9041365,-0.8172231,-2.159635,-1.1520736,-1.5273825,-2.2963169,0.59988695,0.63215524,0.6187337,0.58681405,0.6004106,0.62456405,0.6345534,0.66924435,0.68111014,0.63702464,0.5988376,0.5838567,0.037319276,0.032258093,1.1323053,4.886498,5.612083,3.1027057,4.6047354,7.0504093,5.539989,4.394061,4.2326064,3.9496727,4.6142464,5.834491,6.8809295,7.4064116,10.978904,10.574508,8.084096,8.937889,9.219939,10.657083,7.8764863,4.9622097,5.8351893,7.298448,5.9267807,3.0313957,1.7642275,1.0458778,0.7550424,0.6731593,0.52183926,0.4299561,0.48004052,0.36853355,0.39526585,0.4800626,0.591466,0.72774726,0.5266897,0.5861496,0.6547536,0.6334191,0.4828161,0.46125376,0.7515596,0.581425,0.6519314,0.6581173,0.6427718,0.57148075,0.6987921,0.63746035,0.53689253,0.48375055,0.66584563,0.5187475,0.39087594,0.51127326,0.40260544,0.32214758,0.3538208,0.20564777,0.18028711,0.16841343,0.1744513,0.18824258,0.17143086,0.21218117,0.23671779,0.2056203,0.1378056,0.11547055,0.06269831,0.05445723,0.05445723,0.053908166,0.0611545,0.07453038,0.08621389,0.10791656,0.15634063,0.15834899,0.11465373,0.08676856,0.07833189,0.050803,0.032727964,0.03188365,0.022970324,0.019059174,0.020218734,0.020092156,0.02110574,0.02760753,0.037560735,0.03989639,0.041951597,0.03936714,0.023566902,0.017699512,0.014385177,0.011523458,0.012790305,0.008424752,0.0039042416,0.0033629995,0.0049501266,0.004955707,0.005067303,0.004878852,0.002969258,0.0023098465,0.0027064965,0.0031334513,0.002962912,0.0019847008,0.0020299426,0.0021737723,0.0018159443,0.0013063282,0.0013575141,0.00081273157,0.00038175358,9.318261e-05,1.2885429e-05,8.692735e-07,2.1256652e-08,21.76255062340631,15.489031204925215,18.712003206934916,16.003248980540466,17.223828208075673,20.308250953395564,50.093874177296996,0.014069408785428972,0.0034014594441094176,-0.0350233590686357,0.0032667001113930914,0.0016215169337288698,0.0008164735736840705,voice
data/AUDIO\not_voice\margot-to-linus.wav,-254.39168,107.13338,-13.871514,22.398903,-10.260238,-5.1753707,-12.490983,0.9081833,-15.340575,5.0430064,-11.458649,-4.595369,-10.318776,0.8607645,-10.551082,-1.3737642,-6.599939,-2.5132189,-7.4751453,-3.4883642,-6.852248,-4.4478006,-7.606248,-3.892856,-6.9318953,-4.0795655,-6.363061,-2.7263849,-6.7672224,-4.1948276,-4.1720448,-4.391548,-3.4810193,-3.780516,-2.5530107,-3.827541,-2.8552644,-4.073628,-3.7223246,-3.4401376,0.6169214,0.6113466,0.5982564,0.58537555,0.617073,0.6732485,0.69806993,0.7065329,0.70412874,0.7057699,0.6804911,0.6331131,0.00088962767,0.03640465,2.6667538,13.053718,13.34945,5.554953,3.169035,5.398456,6.0203433,4.9660635,3.9676294,3.1566482,3.089508,3.2847955,3.610039,4.1578507,4.98223,4.035784,2.6947148,3.9875062,4.9810867,5.75744,5.739926,3.900624,4.493635,6.131002,6.226409,4.2257137,3.2885482,5.8405375,4.4955773,2.5945365,1.5668114,1.3789419,1.5617784,1.1781914,1.1807092,1.602335,1.4858495,1.1727612,0.68462634,0.8433453,0.84285766,0.7359949,0.60048926,0.5427434,0.7563635,0.44507527,0.43091312,0.43319225,0.52278054,0.37495574,0.36046866,0.40896684,0.39049724,0.3676323,0.40424135,0.3605234,0.28352973,0.36681202,0.28574488,0.24441196,0.40791154,0.2677483,0.17370425,0.19816661,0.16910346,0.14374052,0.12453134,0.10352702,0.09354142,0.091456816,0.086347334,0.089852914,0.09046835,0.0968316,0.0968316,0.10015285,0.105752714,0.09482553,0.07661197,0.055443108,0.04719212,0.046595946,0.051249202,0.053575587,0.05519353,0.048929438,0.033065904,0.021416245,0.01557204,0.01234792,0.014047957,0.013175103,0.010349139,0.00974884,0.013148359,0.016301012,0.025855118,0.028699696,0.030524727,0.03562239,0.041975778,0.053021688,0.0640877,0.064431064,0.050443113,0.03521637,0.04077393,0.050500326,0.037206057,0.030561274,0.035100583,0.036489036,0.040110536,0.02681079,0.018185992,0.013179681,0.0151075795,0.0127468975,0.010971536,0.0069837407,0.004536053,0.0033418944,0.0015134644,0.00041584225,7.808691e-05,5.4952447e-06,1.0824286e-07,24.433636635641314,14.369360678250695,17.18996907511768,16.266699109396253,17.739648758750896,19.50272099975349,49.58836008359252,0.010802134320532614,0.011500666093839304,-0.02567284426397089,-0.011988084955184032,0.0013235851115098517,0.0015301958612038231,voice
data/AUDIO\not_voice\margot-to-trump.wav,-252.4082,83.61072,-11.198526,17.916746,-6.282616,2.3894675,-17.970322,-3.4204674,-20.303064,-7.281581,-6.4040613,-5.552635,-12.237528,2.3422549,-9.017562,2.7224703,-15.161382,-3.185514,-10.429407,-3.8592706,-8.317615,-0.1743596,-9.871926,-2.005977,-10.647826,-2.7430956,-8.857468,-1.9999133,-6.343458,-2.2080793,-5.6381264,1.0116514,-2.9183404,-1.3338215,-3.1251667,-0.16480452,-2.7092817,-2.2038507,-1.5325825,-1.1628798,0.6063018,0.6151561,0.62301195,0.65848154,0.6463121,0.6217272,0.6138829,0.6190833,0.6128994,0.5979323,0.61979944,0.62141085,0.0009833531,0.0022824765,0.013916077,0.44352323,4.0981946,6.125438,4.663698,3.6470444,1.9682797,3.2408712,4.068872,4.7332563,3.766253,3.5911222,4.8729362,5.572292,5.405281,4.7468867,2.9252439,2.3803854,4.3204026,4.853365,5.0901217,5.732567,5.252835,2.355651,1.1686162,1.0555829,0.82755965,0.91294765,0.7893226,0.45728388,0.4427181,0.39461634,0.51023746,0.75488436,0.7733133,0.70541424,0.63465446,0.5004202,0.45011008,0.6458847,0.6510071,0.5561741,0.4322168,0.32253343,0.42230994,0.61249423,0.59898883,0.5657201,0.7287114,0.7211562,0.5726007,0.4485254,0.5965648,0.59207183,0.53219074,0.5731303,0.38118958,0.3922886,0.39811835,0.3127597,0.4043483,0.21247788,0.16310553,0.1797956,0.21353774,0.14318348,0.095926695,0.11005997,0.1142573,0.13143441,0.2195794,0.20393628,0.1444989,0.17804012,0.17804012,0.10440219,0.070975885,0.06260319,0.0556546,0.050405823,0.041083638,0.032707006,0.0367418,0.040966116,0.04478982,0.05199128,0.041014176,0.04537016,0.040005103,0.03096429,0.019298438,0.012286244,0.015173383,0.018824024,0.017814124,0.014526502,0.023711592,0.036688846,0.043693017,0.04127137,0.03959038,0.056383118,0.058982946,0.04895467,0.050008606,0.036691375,0.033368755,0.029736971,0.01702769,0.00951531,0.008782875,0.0077644754,0.008093258,0.008181311,0.005889747,0.004112664,0.00446569,0.006314377,0.0050128433,0.0063296235,0.006321438,0.0060465117,0.0036277822,0.0010887955,0.00011326578,8.25302e-06,2.191004e-07,23.349640693101442,16.2660229935345,19.393750981698368,16.437319014049994,18.059144077549846,16.674454015016916,47.800774442800986,-0.00903771281381984,-0.005351568431967669,0.027429471201361945,0.0067217387001284245,0.0010322374393504795,0.0003959371730229702,voice
data/AUDIO\not_voice\ryan-to-taylor.wav,-280.448,52.15531,-12.67724,23.329828,-14.18098,-4.1999717,-20.489927,-0.03977845,-16.944113,0.4832081,-12.894466,-0.5011212,-13.721013,-2.8579092,-11.223521,-8.344176,-12.845019,-2.0445862,-12.602847,-2.945094,-8.523836,-2.0186071,-9.961754,-0.039780248,-6.80459,-2.8560505,-2.9090545,-3.888285,-2.5656266,-3.099131,-3.8961008,-1.1236783,-2.6788738,-0.5737376,-2.465983,-0.70516914,-0.20291042,-0.69971627,1.873583,1.4714272,0.6407556,0.61362374,0.61167824,0.66863143,0.6776247,0.6483873,0.6432552,0.64111763,0.62429607,0.59744406,0.60395736,0.6209384,0.0004250623,0.0012275937,0.0034392567,0.012704736,0.64794993,5.3857303,11.116909,9.137045,4.400724,2.923716,6.07537,7.4191623,5.1021233,3.0363975,3.1787946,2.7314312,3.0309021,3.8246474,3.936484,3.975956,2.9989457,3.5817554,3.6401355,4.3004723,5.455647,4.892268,4.2092695,3.5455647,3.5473204,3.0934188,2.4570298,3.000465,2.2124405,1.0616299,0.9414984,1.24429,1.3443649,1.0002507,0.7287769,0.44616625,0.27296707,0.2641559,0.31127414,0.33576742,0.3696332,0.31111133,0.25391278,0.26130188,0.39948335,0.32238713,0.23926318,0.27522326,0.23729031,0.23345903,0.22930194,0.1696195,0.19524792,0.23805721,0.20524678,0.16849563,0.13792926,0.18989998,0.20452863,0.14556204,0.14785986,0.17524362,0.13057761,0.10163103,0.106997214,0.11458265,0.09614767,0.11450059,0.17193116,0.16598429,0.17229846,0.19901621,0.19901621,0.20225425,0.2306391,0.22552918,0.15399468,0.107831344,0.078910984,0.05120838,0.04158317,0.039488513,0.050806258,0.05891185,0.08023706,0.072681524,0.080644295,0.10178879,0.11601064,0.09720121,0.059396066,0.050108124,0.02998747,0.03857204,0.04144664,0.086408004,0.13855647,0.18106826,0.12882532,0.15080886,0.10793268,0.09480404,0.14323105,0.1512738,0.16936833,0.18734486,0.18907778,0.15539363,0.14031917,0.06761213,0.05302578,0.0381358,0.055045806,0.072567865,0.04426066,0.045394365,0.031965617,0.020786457,0.017589632,0.013806996,0.0043053734,0.0009993761,0.00015102931,1.5746453e-05,6.2204134e-07,22.63120847726478,15.468253447774444,17.785194637882825,16.336420872764183,16.96552785458631,17.611006078084,48.16255207581662,-0.008258633332348624,-0.006472607121272539,0.02410260924043443,-0.0020941166926175215,0.00836695352269852,0.003733665981182022,voice
